weather_id,city_id,date_time,local_time,temperature,feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_deg,clouds_all,weather_main,weather_description,weather_icon,sunrise,sunset
139,44,2024-10-01 13:20:00,2024-10-01 08:20:00,17.2,17.14,15.57,NaN,1018,83,10000,7.2,60,75,Clouds,broken clouds,04d,2024-10-01 10:53:00,2024-10-01 22:38:00
140,56,2024-10-01 13:21:00,2024-10-01 20:21:00,26.78,29.26,25.95,27.11,1010,80,10000,1.03,60,75,Clouds,broken clouds,04n,2024-09-30 22:51:00,2024-10-01 10:57:00
141,59,2024-10-01 13:12:00,2024-10-01 14:12:00,26.41,26.41,24.74,28.02,1013,63,10000,4.63,250,20,Clouds,few clouds,02d,2024-10-01 05:48:00,2024-10-01 17:33:00
142,65,2024-10-01 13:21:00,2024-10-01 22:21:00,16.57,16.16,15.72,17.09,1026,72,10000,4.63,110,75,Clouds,broken clouds,04n,2024-09-30 19:32:00,2024-10-01 07:57:00
143,1,2024-10-01 14:13:00,2024-10-01 22:13:00,25.03,25.76,22.56,25.79,1007,83,10000,5.66,180,20,Clouds,few clouds,02n,2024-09-30 20:36:00,2024-10-01 08:26:00
144,2,2024-10-01 14:20:00,2024-10-01 18:50:00,31.06,36.58,31.06,31.06,1002,66,4000,1.54,300,0,Haze,haze,50n,2024-10-01 00:44:00,2024-10-01 12:37:00
145,3,2024-10-01 14:20:00,2024-10-01 21:20:00,20.99,20.82,20.99,NaN,1018,64,10000,NaN,360,0,Clear,clear sky,01n,2024-09-30 21:48:00,2024-10-01 09:40:00
146,27,2024-10-01 14:08:00,2024-10-01 15:08:00,17.92,17.28,16.77,19.28,1009,58,10000,4.12,250,75,Clouds,broken clouds,04d,2024-10-01 05:50:00,2024-10-01 17:30:00
147,30,2024-10-01 14:20:00,2024-10-01 22:20:00,12.86,12.19,12.86,14.77,1016,76,10000,1.03,290,0,Clear,clear sky,01n,2024-09-30 21:27:00,2024-10-01 09:16:00
148,33,2024-10-01 14:16:00,2024-10-01 14:16:00,12.87,12.56,11.88,13.62,1007,90,10000,6.69,260,75,Rain,heavy intensity rain,10d,2024-10-01 06:02:00,2024-10-01 17:38:00
149,44,2024-10-01 14:20:00,2024-10-01 09:20:00,18.06,17.96,16.65,19.11,1018,78,10000,6.69,60,75,Clouds,broken clouds,04d,2024-10-01 10:53:00,2024-10-01 22:38:00
150,56,2024-10-01 14:21:00,2024-10-01 21:21:00,26.37,26.37,25.95,27.11,1010,83,10000,1.03,40,75,Clouds,broken clouds,04n,2024-09-30 22:51:00,2024-10-01 10:57:00
151,59,2024-10-01 14:20:00,2024-10-01 15:20:00,24.77,25.1,23.26,26.68,1013,69,10000,8.75,230,40,Clouds,scattered clouds,03d,2024-10-01 05:48:00,2024-10-01 17:33:00
152,65,2024-10-01 14:20:00,2024-10-01 23:20:00,16.54,16.13,15.72,17.09,1027,72,10000,5.14,120,100,Clouds,overcast clouds,04n,2024-10-01 19:31:00,2024-10-02 07:58:00
153,1,2024-10-01 15:10:00,2024-10-01 23:10:00,24.76,25.56,22.25,25.36,1007,87,10000,6.69,180,75,Clouds,broken clouds,04n,2024-10-01 20:37:00,2024-10-02 08:24:00
154,2,2024-10-01 15:20:00,2024-10-01 19:50:00,30.06,34.24,30.06,30.06,1002,66,4000,NaN,0,0,Haze,haze,50n,2024-10-01 00:44:00,2024-10-01 12:37:00
155,3,2024-10-01 15:20:00,2024-10-01 22:20:00,20.99,20.82,20.99,NaN,1018,64,10000,NaN,360,0,Clear,clear sky,01n,2024-09-30 21:48:00,2024-10-01 09:40:00
156,27,2024-10-01 15:17:00,2024-10-01 16:17:00,17.91,17.24,17.05,18.87,1008,57,10000,3.6,240,75,Clouds,broken clouds,04d,2024-10-01 05:50:00,2024-10-01 17:30:00
157,30,2024-10-01 15:20:00,2024-10-01 23:20:00,10.86,10.27,10.86,11.77,1016,87,10000,0.51,240,0,Clear,clear sky,01n,2024-10-01 21:28:00,2024-10-02 09:14:00
158,33,2024-10-01 15:15:00,2024-10-01 15:15:00,12.45,12.13,11.61,13.23,1006,91,10000,6.69,250,100,Rain,heavy intensity rain,10d,2024-10-01 06:02:00,2024-10-01 17:38:00
159,44,2024-10-01 15:20:00,2024-10-01 10:20:00,18.88,18.76,17.53,20.16,1018,74,10000,6.17,60,75,Clouds,broken clouds,04d,2024-10-01 10:53:00,2024-10-01 22:38:00
160,56,2024-10-01 15:21:00,2024-10-01 22:21:00,26.6,26.6,25.98,NaN,1010,86,10000,0.51,30,75,Clouds,broken clouds,04n,2024-09-30 22:51:00,2024-10-01 10:57:00
161,59,2024-10-01 15:10:00,2024-10-01 16:10:00,24.5,24.81,22.84,26.69,1012,69,10000,10.29,230,40,Clouds,scattered clouds,03d,2024-10-01 05:48:00,2024-10-01 17:33:00
162,65,2024-10-01 15:21:00,2024-10-02 00:21:00,16.52,16.13,15.31,17.06,1027,73,10000,5.66,130,100,Clouds,overcast clouds,04n,2024-10-01 19:31:00,2024-10-02 07:58:00
163,1,2024-10-01 16:20:00,2024-10-02 00:20:00,25.04,25.92,22.08,25.79,1007,89,10000,5.66,190,75,Clouds,broken clouds,04n,2024-10-01 20:37:00,2024-10-02 08:24:00
164,2,2024-10-01 16:10:00,2024-10-01 20:40:00,30.06,34.24,30.06,30.06,1003,66,4000,NaN,0,0,Haze,haze,50n,2024-10-01 00:44:00,2024-10-01 12:37:00
165,3,2024-10-01 16:20:00,2024-10-01 23:20:00,19.99,19.82,19.99,NaN,1018,68,10000,NaN,350,0,Clear,clear sky,01n,2024-10-01 21:48:00,2024-10-02 09:39:00
166,27,2024-10-01 16:12:00,2024-10-01 17:12:00,17.67,17.03,15.99,18.72,1008,59,10000,3.09,260,0,Clear,clear sky,01d,2024-10-01 05:50:00,2024-10-01 17:30:00
167,30,2024-10-01 16:20:00,2024-10-02 00:20:00,10.86,10.27,10.77,10.86,1015,87,10000,0.51,330,0,Clear,clear sky,01n,2024-10-01 21:28:00,2024-10-02 09:14:00
168,33,2024-10-01 16:12:00,2024-10-01 16:12:00,12.56,12.27,11.72,13.52,1005,92,10000,5.66,250,100,Rain,moderate rain,10d,2024-10-01 06:02:00,2024-10-01 17:38:00
169,44,2024-10-01 16:21:00,2024-10-01 11:21:00,19.36,19.21,NaN,20.72,1018,71,10000,6.17,40,100,Clouds,overcast clouds,04d,2024-10-01 10:53:00,2024-10-01 22:38:00
170,56,2024-10-01 16:21:00,2024-10-01 23:21:00,26.6,26.6,25.98,NaN,1010,83,10000,0.51,70,75,Clouds,broken clouds,04n,2024-10-01 22:51:00,2024-10-02 10:57:00
171,59,2024-10-01 16:14:00,2024-10-01 17:14:00,23.86,24.18,22.65,25.58,1012,72,10000,9.77,240,20,Clouds,few clouds,02d,2024-10-01 05:48:00,2024-10-01 17:33:00
172,65,2024-10-01 16:21:00,2024-10-02 01:21:00,16.42,16.08,15.17,16.87,1027,75,10000,4.12,110,100,Clouds,overcast clouds,04n,2024-10-01 19:31:00,2024-10-02 07:58:00
173,1,2024-10-01 17:20:00,2024-10-02 01:20:00,24.7,25.52,21.53,25.79,1007,88,10000,5.66,180,75,Clouds,broken clouds,04n,2024-10-01 20:37:00,2024-10-02 08:24:00
174,2,2024-10-01 17:20:00,2024-10-01 21:50:00,28.06,31.94,28.06,28.06,1003,78,4000,NaN,0,0,Mist,mist,50n,2024-10-01 00:44:00,2024-10-01 12:37:00
175,3,2024-10-01 17:20:00,2024-10-02 00:20:00,19.99,19.82,19.99,NaN,1018,68,10000,NaN,350,0,Clear,clear sky,01n,2024-10-01 21:48:00,2024-10-02 09:39:00
176,27,2024-10-01 17:15:00,2024-10-01 18:15:00,16.2,15.57,14.36,17.41,1008,65,10000,4.12,250,0,Clear,clear sky,01d,2024-10-01 05:50:00,2024-10-01 17:30:00
177,30,2024-10-01 17:20:00,2024-10-02 01:20:00,10.86,10.43,10.77,10.86,1016,93,10000,2.06,350,0,Clear,clear sky,01n,2024-10-01 21:28:00,2024-10-02 09:14:00
178,33,2024-10-01 17:18:00,2024-10-01 17:18:00,13.06,12.82,12.07,13.99,1005,92,10000,4.12,290,100,Clouds,overcast clouds,04d,2024-10-01 06:02:00,2024-10-01 17:38:00
179,44,2024-10-01 17:21:00,2024-10-01 12:21:00,19.43,19.31,18.2,20.99,1017,72,10000,6.17,50,100,Clouds,overcast clouds,04d,2024-10-01 10:53:00,2024-10-01 22:38:00
180,56,2024-10-01 17:21:00,2024-10-02 00:21:00,26.6,26.6,25.98,NaN,1010,88,10000,0.51,20,75,Clouds,broken clouds,04n,2024-10-01 22:51:00,2024-10-02 10:57:00
181,59,2024-10-01 17:21:00,2024-10-01 18:21:00,23.51,23.85,22.1,25.03,1011,74,10000,4.02,230,0,Clear,clear sky,01d,2024-10-01 05:48:00,2024-10-01 17:33:00
182,65,2024-10-01 17:12:00,2024-10-02 02:12:00,16.09,15.71,14.86,16.87,1027,75,10000,4.63,130,100,Clouds,overcast clouds,04n,2024-10-01 19:31:00,2024-10-02 07:58:00
183,1,2024-10-01 19:17:00,2024-10-02 03:17:00,23.61,24.3,20.58,24.8,1008,87,10000,4.12,220,20,Clouds,few clouds,02n,2024-10-01 20:37:00,2024-10-02 08:24:00
184,2,2024-10-01 19:17:00,2024-10-01 23:47:00,28.06,31.94,28.06,28.06,1004,78,4000,NaN,0,0,Mist,mist,50n,2024-10-02 00:45:00,2024-10-02 12:36:00
185,3,2024-10-01 19:17:00,2024-10-02 02:17:00,18.99,18.72,18.99,NaN,1017,68,10000,NaN,340,0,Clear,clear sky,01n,2024-10-01 21:48:00,2024-10-02 09:39:00
186,27,2024-10-01 19:14:00,2024-10-01 20:14:00,13.47,12.78,11.29,14.22,1008,73,10000,2.57,300,0,Clear,clear sky,01n,2024-10-01 05:50:00,2024-10-01 17:30:00
187,30,2024-10-01 19:17:00,2024-10-02 03:17:00,10.86,10.61,9.77,10.86,1016,100,10000,1.03,320,0,Clear,clear sky,01n,2024-10-01 21:28:00,2024-10-02 09:14:00
188,33,2024-10-01 19:09:00,2024-10-01 19:09:00,13.23,13.01,12.19,14.01,1006,92,10000,3.6,310,100,Clouds,overcast clouds,04n,2024-10-01 06:02:00,2024-10-01 17:38:00
189,44,2024-10-01 19:17:00,2024-10-01 14:17:00,19.89,19.87,18.64,21.42,1017,74,10000,7.2,40,40,Clouds,scattered clouds,03d,2024-10-01 10:53:00,2024-10-01 22:38:00
190,56,2024-10-01 19:18:00,2024-10-02 02:18:00,26.6,26.6,25.98,NaN,1009,91,10000,1.03,30,75,Clouds,broken clouds,04n,2024-10-01 22:51:00,2024-10-02 10:57:00
191,59,2024-10-01 19:18:00,2024-10-01 20:18:00,21.96,22.09,20.85,22.76,1012,72,10000,5.66,240,20,Clouds,few clouds,02n,2024-10-01 05:48:00,2024-10-01 17:33:00
192,65,2024-10-01 19:18:00,2024-10-02 04:18:00,15.62,15.38,14.62,16.32,1027,82,10000,1.34,104,100,Clouds,overcast clouds,04n,2024-10-01 19:31:00,2024-10-02 07:58:00
194,1,2024-10-02 07:59:00,2024-10-02 15:59:00,28.61,31.26,27.55,29.95,1010,66,10000,6.69,190,0,Clear,clear sky,01d,2024-10-01 20:37:00,2024-10-02 08:24:00
195,2,2024-10-02 08:00:00,2024-10-02 12:30:00,35.06,40.43,35.06,35.06,1003,49,5000,3.09,290,0,Haze,haze,50d,2024-10-02 00:45:00,2024-10-02 12:36:00
196,3,2024-10-02 08:05:00,2024-10-02 15:05:00,21.99,21.45,21.99,NaN,1019,46,10000,NaN,30,0,Clear,clear sky,01d,2024-10-01 21:48:00,2024-10-02 09:39:00
197,27,2024-10-02 08:03:00,2024-10-02 09:03:00,13.84,13.63,12.76,14.51,1008,90,5000,5.14,270,100,Drizzle,light intensity drizzle rain,09d,2024-10-02 05:52:00,2024-10-02 17:28:00
198,30,2024-10-02 08:05:00,2024-10-02 16:05:00,19.77,18.48,19.77,19.77,1019,26,10000,4.05,337,0,Clear,clear sky,01d,2024-10-01 21:28:00,2024-10-02 09:14:00
199,33,2024-10-02 08:01:00,2024-10-02 08:01:00,13.53,13.29,12.72,14.26,1011,90,10000,3.09,350,75,Clouds,broken clouds,04d,2024-10-02 06:03:00,2024-10-02 17:36:00
200,44,2024-10-02 08:05:00,2024-10-02 03:05:00,15.01,14.76,13.26,16.15,1015,84,10000,4.12,30,0,Clear,clear sky,01n,2024-10-02 10:54:00,2024-10-02 22:36:00
201,56,2024-10-02 07:59:00,2024-10-02 14:59:00,30.49,36.26,29.91,32.79,1007,70,10000,4.12,130,75,Rain,light rain,10d,2024-10-01 22:51:00,2024-10-02 10:57:00
202,59,2024-10-02 08:00:00,2024-10-02 09:00:00,21.3,21.39,20.01,22.75,1010,73,10000,2.06,360,20,Clouds,few clouds,02d,2024-10-02 05:49:00,2024-10-02 17:32:00
203,65,2024-10-02 08:06:00,2024-10-02 17:06:00,16.77,16.38,16.28,17.69,1030,72,10000,5.66,170,75,Clouds,broken clouds,04n,2024-10-01 19:31:00,2024-10-02 07:58:00
204,1,2024-10-02 15:07:00,2024-10-02 23:07:00,25.29,25.99,23.12,26.46,1014,81,10000,2.57,80,75,Rain,light intensity shower rain,09n,2024-10-02 20:38:00,2024-10-03 08:23:00
205,2,2024-10-02 15:16:00,2024-10-02 19:46:00,33.06,36.12,33.06,33.06,1002,49,4000,NaN,0,0,Haze,haze,50n,2024-10-02 00:45:00,2024-10-02 12:36:00
206,3,2024-10-02 15:16:00,2024-10-02 22:16:00,17.99,17.39,17.99,NaN,1022,59,10000,NaN,330,0,Clear,clear sky,01n,2024-10-01 21:48:00,2024-10-02 09:39:00
207,27,2024-10-02 15:13:00,2024-10-02 16:13:00,14.28,13.9,13.73,15.44,1009,82,10000,4.12,20,100,Clouds,overcast clouds,04d,2024-10-02 05:52:00,2024-10-02 17:28:00
208,30,2024-10-02 15:13:00,2024-10-02 23:13:00,10.77,9.05,10.77,10.77,1022,44,10000,1.63,19,0,Clear,clear sky,01n,2024-10-02 21:29:00,2024-10-03 09:13:00
209,33,2024-10-02 15:10:00,2024-10-02 15:10:00,14.88,14.54,13.86,16.17,1014,81,10000,4.63,50,75,Clouds,broken clouds,04d,2024-10-02 06:03:00,2024-10-02 17:36:00
210,44,2024-10-02 15:17:00,2024-10-02 10:17:00,17.78,17.52,16.49,19.11,1016,73,10000,6.69,40,75,Clouds,broken clouds,04d,2024-10-02 10:54:00,2024-10-02 22:36:00
211,56,2024-10-02 15:17:00,2024-10-02 22:17:00,28.18,32.55,27.05,28.95,1011,80,10000,1.03,80,75,Clouds,broken clouds,04n,2024-10-01 22:51:00,2024-10-02 10:57:00
212,59,2024-10-02 15:17:00,2024-10-02 16:17:00,21.33,21.61,19.65,23.47,1007,80,10000,7.2,100,75,Clouds,broken clouds,04d,2024-10-02 05:49:00,2024-10-02 17:32:00
213,65,2024-10-02 15:11:00,2024-10-03 00:11:00,14.11,13.82,12.93,15.13,1030,86,10000,3.48,75,100,Clouds,overcast clouds,04n,2024-10-02 19:29:00,2024-10-03 07:59:00
218,1,2024-10-02 16:20:00,2024-10-03 00:20:00,24.83,25.61,23.19,25.88,1014,86,10000,2.57,20,75,Clouds,broken clouds,04n,2024-10-02 20:38:00,2024-10-03 08:23:00
219,2,2024-10-02 16:20:00,2024-10-02 20:50:00,30.06,34.24,30.06,30.06,1003,66,4000,NaN,0,0,Haze,haze,50n,2024-10-02 00:45:00,2024-10-02 12:36:00
220,3,2024-10-02 16:20:00,2024-10-02 23:20:00,17.99,17.39,17.99,NaN,1021,59,10000,NaN,330,0,Clear,clear sky,01n,2024-10-02 21:49:00,2024-10-03 09:37:00
221,27,2024-10-02 16:15:00,2024-10-02 17:15:00,15.06,14.61,14.27,16.05,1010,76,10000,4.12,10,20,Clouds,few clouds,02d,2024-10-02 05:52:00,2024-10-02 17:28:00
222,30,2024-10-02 16:20:00,2024-10-03 00:20:00,9.86,9.45,9.86,10.77,1022,71,10000,1.54,340,0,Clear,clear sky,01n,2024-10-02 21:29:00,2024-10-03 09:13:00
223,33,2024-10-02 16:18:00,2024-10-02 16:18:00,14.44,14.08,13.39,15.12,1015,82,10000,5.14,40,75,Clouds,broken clouds,04d,2024-10-02 06:03:00,2024-10-02 17:36:00
224,44,2024-10-02 16:21:00,2024-10-02 11:21:00,18.59,18.28,17.44,19.66,1016,68,10000,4.63,50,100,Clouds,overcast clouds,04d,2024-10-02 10:54:00,2024-10-02 22:36:00
225,56,2024-10-02 16:21:00,2024-10-02 23:21:00,28.18,32.55,27.05,28.95,1011,80,10000,1.54,40,75,Clouds,broken clouds,04n,2024-10-02 22:51:00,2024-10-03 10:57:00
226,59,2024-10-02 16:21:00,2024-10-02 17:21:00,19.81,19.94,18.2,22.25,1006,80,10000,5.14,80,75,Rain,light rain,10d,2024-10-02 05:49:00,2024-10-02 17:32:00
227,65,2024-10-02 16:15:00,2024-10-03 01:15:00,13.84,13.55,13.03,14.63,1030,87,10000,2.57,250,100,Clouds,overcast clouds,04n,2024-10-02 19:29:00,2024-10-03 07:59:00
228,1,2025-04-27 16:19:00,2025-04-28 00:19:00,18.6,17.95,16.81,19.24,1011,55,10000,3.09,250,0,Clear,clear sky,01n,2025-04-27 19:53:00,2025-04-28 09:24:00
229,2,2025-04-27 16:19:00,2025-04-27 20:49:00,33.06,30.87,33.06,33.06,1005,18,4500,3.09,130,2,Haze,haze,50n,2025-04-27 00:14:00,2025-04-27 13:23:00
230,3,2025-04-27 16:19:00,2025-04-27 23:19:00,18.99,18.72,18.99,18.99,1012,68,10000,NaN,250,0,Clear,clear sky,01n,2025-04-27 21:13:00,2025-04-28 10:31:00
231,27,2025-04-27 16:16:00,2025-04-27 17:16:00,20.63,19.9,19.65,21.32,1023,44,10000,4.63,70,0,Clear,clear sky,01d,2025-04-27 04:37:00,2025-04-27 18:59:00
232,30,2025-04-27 16:20:00,2025-04-28 00:20:00,9.86,9.86,9.86,9.86,1013,76,10000,0.51,160,0,Clear,clear sky,01n,2025-04-27 20:40:00,2025-04-28 10:18:00
233,33,2025-04-27 16:11:00,2025-04-27 16:11:00,20.4,19.7,19.76,21.08,1025,46,10000,2.06,180,37,Clouds,scattered clouds,03d,2025-04-27 04:40:00,2025-04-27 19:16:00
234,44,2025-04-27 16:20:00,2025-04-27 11:20:00,12.84,11.46,11.6,13.94,1013,49,10000,12.52,302,75,Clouds,broken clouds,04d,2025-04-27 09:59:00,2025-04-27 23:47:00
235,56,2025-04-27 16:20:00,2025-04-27 23:20:00,28.48,33.9,27.95,29.43,1010,83,10000,1.03,10,75,Clouds,broken clouds,04n,2025-04-27 22:57:00,2025-04-28 11:07:00
236,59,2025-04-27 16:11:00,2025-04-27 17:11:00,16.65,16.17,15.42,18.08,1022,69,8000,3.13,311,75,Rain,light rain,10d,2025-04-27 04:54:00,2025-04-27 18:44:00
237,65,2025-04-27 16:13:00,2025-04-28 01:13:00,18.41,18.5,16.36,19.28,1011,84,10000,0.89,357,100,Rain,light rain,10n,2025-04-27 20:27:00,2025-04-28 07:18:00
240,1,2025-04-27 16:25:00,2025-04-28 00:25:00,18.6,17.95,16.81,19.24,1011,55,10000,3.09,250,0,Clear,clear sky,01n,2025-04-27 19:53:00,2025-04-28 09:24:00
241,2,2025-04-27 16:26:00,2025-04-27 20:56:00,33.06,30.87,33.06,33.06,1005,18,4500,3.09,130,2,Haze,haze,50n,2025-04-27 00:14:00,2025-04-27 13:23:00
242,3,2025-04-27 16:26:00,2025-04-27 23:26:00,18.99,18.72,18.99,18.99,1012,68,10000,NaN,250,0,Clear,clear sky,01n,2025-04-27 21:13:00,2025-04-28 10:31:00
243,27,2025-04-27 16:19:00,2025-04-27 17:19:00,20.65,19.92,19.88,21.32,1023,44,10000,4.63,70,0,Clear,clear sky,01d,2025-04-27 04:37:00,2025-04-27 18:59:00
244,30,2025-04-27 16:24:00,2025-04-28 00:24:00,9.86,9.86,9.86,9.86,1013,76,10000,0.51,160,0,Clear,clear sky,01n,2025-04-27 20:40:00,2025-04-28 10:18:00
245,33,2025-04-27 16:18:00,2025-04-27 16:18:00,20.47,19.75,19.46,21.14,1025,45,10000,2.06,180,37,Clouds,scattered clouds,03d,2025-04-27 04:40:00,2025-04-27 19:16:00
246,44,2025-04-27 16:26:00,2025-04-27 11:26:00,13.19,11.82,12.71,13.94,1013,48,10000,12.96,318,75,Clouds,broken clouds,04d,2025-04-27 09:59:00,2025-04-27 23:47:00
247,56,2025-04-27 16:22:00,2025-04-27 23:22:00,28.48,33.9,27.95,29.43,1010,83,10000,1.03,10,75,Clouds,broken clouds,04n,2025-04-27 22:57:00,2025-04-28 11:07:00
248,59,2025-04-27 16:26:00,2025-04-27 17:26:00,16.86,16.3,15.6,18.09,1022,65,8000,2.68,341,75,Rain,light rain,10d,2025-04-27 04:54:00,2025-04-27 18:44:00
249,65,2025-04-27 16:26:00,2025-04-28 01:26:00,18.23,18.33,16.36,19.28,1011,85,10000,0.45,353,100,Clouds,overcast clouds,04n,2025-04-27 20:27:00,2025-04-28 07:18:00
